@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
2213,'2021/06/24 19:19:43:100',88,137,88,65,0.48,0.09,0.3,0.88,0.04,0.48
2214,'2021/06/24 19:19:43:155',88,136,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2215,'2021/06/24 19:19:43:207',88,137,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2216,'2021/06/24 19:19:43:258',88,137,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2217,'2021/06/24 19:19:43:310',88,137,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2218,'2021/06/24 19:19:43:366',88,138,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2219,'2021/06/24 19:19:43:423',88,136,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2220,'2021/06/24 19:19:43:481',88,137,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2221,'2021/06/24 19:19:43:532',88,136,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2222,'2021/06/24 19:19:43:589',88,136,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2223,'2021/06/24 19:19:43:639',88,137,88,62,0.48,0.09,0.3,0.88,0.04,0.48
2224,'2021/06/24 19:19:43:691',88,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2225,'2021/06/24 19:19:43:750',88,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2226,'2021/06/24 19:19:45:643',89,130,86,63,0.48,0.09,0.3,0.88,0.04,0.48
2227,'2021/06/24 19:19:45:692',89,130,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2228,'2021/06/24 19:19:45:744',89,129,86,63,0.48,0.09,0.3,0.88,0.04,0.48
2229,'2021/06/24 19:19:45:796',89,129,86,64,0.48,0.09,0.3,0.88,0.04,0.48
2230,'2021/06/24 19:19:45:847',89,129,86,63,0.48,0.09,0.3,0.88,0.04,0.48
2231,'2021/06/24 19:19:45:897',89,128,86,65,0.48,0.09,0.3,0.88,0.04,0.48
2232,'2021/06/24 19:19:45:949',89,129,86,63,0.48,0.09,0.3,0.88,0.04,0.48
2233,'2021/06/24 19:19:45:999',89,128,86,63,0.48,0.09,0.3,0.88,0.04,0.48
2234,'2021/06/24 19:19:46:051',89,128,86,64,0.48,0.09,0.3,0.88,0.04,0.48
2235,'2021/06/24 19:19:46:101',89,128,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2236,'2021/06/24 19:19:46:155',89,128,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2237,'2021/06/24 19:19:46:207',89,127,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2238,'2021/06/24 19:19:46:260',89,129,88,61,0.48,0.09,0.3,0.88,0.04,0.48
2239,'2021/06/24 19:19:46:310',89,128,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2240,'2021/06/24 19:19:46:362',89,128,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2241,'2021/06/24 19:19:46:415',89,128,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2242,'2021/06/24 19:19:46:467',89,128,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2243,'2021/06/24 19:19:46:518',89,129,88,62,0.48,0.09,0.3,0.88,0.04,0.48
2244,'2021/06/24 19:19:46:568',89,128,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2245,'2021/06/24 19:19:46:621',89,129,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2246,'2021/06/24 19:19:46:671',89,128,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2247,'2021/06/24 19:19:48:008',90,138,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2248,'2021/06/24 19:19:48:060',90,138,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2249,'2021/06/24 19:19:48:111',90,139,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2250,'2021/06/24 19:19:48:161',90,139,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2251,'2021/06/24 19:19:48:212',90,138,86,65,0.48,0.09,0.3,0.88,0.04,0.48
2252,'2021/06/24 19:19:48:265',90,139,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2253,'2021/06/24 19:19:48:316',90,139,86,65,0.48,0.09,0.3,0.88,0.04,0.48
2254,'2021/06/24 19:19:48:367',90,139,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2255,'2021/06/24 19:19:48:417',90,140,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2256,'2021/06/24 19:19:48:468',90,140,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2257,'2021/06/24 19:19:48:521',90,140,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2258,'2021/06/24 19:19:48:573',90,140,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2259,'2021/06/24 19:19:48:624',90,141,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2260,'2021/06/24 19:19:48:675',90,140,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2261,'2021/06/24 19:19:48:731',90,140,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2262,'2021/06/24 19:19:49:654',91,141,89,63,0.48,0.09,0.3,0.88,0.04,0.48
2263,'2021/06/24 19:19:49:704',91,140,89,64,0.48,0.09,0.3,0.88,0.04,0.48
2264,'2021/06/24 19:19:49:756',91,140,89,63,0.48,0.09,0.3,0.88,0.04,0.48
2265,'2021/06/24 19:19:49:806',91,140,89,64,0.48,0.09,0.3,0.88,0.04,0.48
2266,'2021/06/24 19:19:49:862',91,141,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2267,'2021/06/24 19:19:49:913',91,141,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2268,'2021/06/24 19:19:49:966',91,141,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2269,'2021/06/24 19:19:50:018',91,141,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2270,'2021/06/24 19:19:50:069',91,140,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2271,'2021/06/24 19:19:50:121',91,140,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2272,'2021/06/24 19:19:50:172',91,141,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2273,'2021/06/24 19:19:50:223',91,140,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2274,'2021/06/24 19:19:50:274',91,141,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2275,'2021/06/24 19:19:50:324',91,141,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2276,'2021/06/24 19:19:50:377',91,141,90,62,0.48,0.09,0.3,0.88,0.04,0.48
2277,'2021/06/24 19:19:50:428',91,140,90,64,0.48,0.09,0.3,0.88,0.04,0.48
2278,'2021/06/24 19:19:50:478',91,140,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2279,'2021/06/24 19:19:50:530',91,141,91,62,0.48,0.09,0.3,0.88,0.04,0.48
2280,'2021/06/24 19:19:50:580',91,140,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2281,'2021/06/24 19:19:50:630',91,140,90,64,0.48,0.09,0.3,0.88,0.04,0.48
2282,'2021/06/24 19:19:50:680',91,140,91,63,0.48,0.09,0.3,0.88,0.04,0.48
2283,'2021/06/24 19:19:50:731',91,140,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2284,'2021/06/24 19:19:50:784',91,140,90,63,0.48,0.09,0.3,0.88,0.04,0.48
2285,'2021/06/24 19:19:51:866',92,137,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2286,'2021/06/24 19:19:51:929',92,137,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2287,'2021/06/24 19:19:51:980',92,136,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2288,'2021/06/24 19:19:52:033',92,137,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2289,'2021/06/24 19:19:52:085',92,136,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2290,'2021/06/24 19:19:52:136',92,136,91,67,0.48,0.09,0.3,0.88,0.04,0.48
2291,'2021/06/24 19:19:52:190',92,136,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2292,'2021/06/24 19:19:52:241',92,136,91,67,0.48,0.09,0.3,0.88,0.04,0.48
2293,'2021/06/24 19:19:52:297',92,136,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2294,'2021/06/24 19:19:52:353',92,136,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2295,'2021/06/24 19:19:52:403',92,136,92,66,0.48,0.09,0.3,0.88,0.04,0.48
2296,'2021/06/24 19:19:52:456',92,136,92,65,0.48,0.09,0.3,0.88,0.04,0.48
2297,'2021/06/24 19:19:52:513',92,136,92,65,0.48,0.09,0.3,0.88,0.04,0.48
2298,'2021/06/24 19:19:52:565',92,136,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2299,'2021/06/24 19:19:52:617',92,135,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2300,'2021/06/24 19:19:52:669',92,136,92,65,0.48,0.09,0.3,0.88,0.04,0.48
2301,'2021/06/24 19:19:52:718',92,136,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2302,'2021/06/24 19:19:52:769',92,136,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2303,'2021/06/24 19:19:52:819',92,136,92,64,0.48,0.09,0.3,0.88,0.04,0.48
2304,'2021/06/24 19:19:52:871',92,136,92,65,0.48,0.09,0.3,0.88,0.04,0.48
2305,'2021/06/24 19:19:52:923',92,135,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2306,'2021/06/24 19:19:52:973',92,136,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2307,'2021/06/24 19:19:53:933',93,128,91,64,0.48,0.09,0.3,0.88,0.04,0.48
2308,'2021/06/24 19:19:53:988',93,128,91,64,0.48,0.09,0.3,0.88,0.04,0.48
2309,'2021/06/24 19:19:54:039',93,128,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2310,'2021/06/24 19:19:54:091',93,127,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2311,'2021/06/24 19:19:54:143',93,127,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2312,'2021/06/24 19:19:54:195',93,126,90,67,0.48,0.09,0.3,0.88,0.04,0.48
2313,'2021/06/24 19:19:54:245',93,127,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2314,'2021/06/24 19:19:54:295',93,127,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2315,'2021/06/24 19:19:54:348',93,127,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2316,'2021/06/24 19:19:54:398',93,126,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2317,'2021/06/24 19:19:54:449',93,127,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2318,'2021/06/24 19:19:54:498',93,126,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2319,'2021/06/24 19:19:54:552',93,127,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2320,'2021/06/24 19:19:54:605',93,126,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2321,'2021/06/24 19:19:54:659',93,127,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2322,'2021/06/24 19:19:54:709',93,126,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2323,'2021/06/24 19:19:54:761',93,126,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2324,'2021/06/24 19:19:54:811',93,127,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2325,'2021/06/24 19:19:56:152',94,129,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2326,'2021/06/24 19:19:56:204',94,129,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2327,'2021/06/24 19:19:56:255',94,129,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2328,'2021/06/24 19:19:56:305',94,129,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2329,'2021/06/24 19:19:56:363',94,129,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2330,'2021/06/24 19:19:56:414',94,128,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2331,'2021/06/24 19:19:56:465',94,128,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2332,'2021/06/24 19:19:56:519',94,128,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2333,'2021/06/24 19:19:56:574',94,128,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2334,'2021/06/24 19:19:56:625',94,128,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2335,'2021/06/24 19:19:56:678',94,128,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2336,'2021/06/24 19:19:56:728',94,128,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2337,'2021/06/24 19:19:56:779',94,128,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2338,'2021/06/24 19:19:56:830',94,128,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2339,'2021/06/24 19:19:56:882',94,128,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2340,'2021/06/24 19:19:57:923',95,130,86,65,0.48,0.09,0.3,0.88,0.04,0.48
2341,'2021/06/24 19:19:57:974',95,131,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2342,'2021/06/24 19:19:58:025',95,131,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2343,'2021/06/24 19:19:58:078',95,130,86,65,0.48,0.09,0.3,0.88,0.04,0.48
2344,'2021/06/24 19:19:58:129',95,131,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2345,'2021/06/24 19:19:58:180',95,131,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2346,'2021/06/24 19:19:58:231',95,131,86,64,0.48,0.09,0.3,0.88,0.04,0.48
2347,'2021/06/24 19:19:58:287',95,132,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2348,'2021/06/24 19:19:58:337',95,131,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2349,'2021/06/24 19:19:58:391',95,131,86,64,0.48,0.09,0.3,0.88,0.04,0.48
2350,'2021/06/24 19:19:58:442',95,132,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2351,'2021/06/24 19:19:58:494',95,132,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2352,'2021/06/24 19:19:58:544',95,133,87,61,0.48,0.09,0.3,0.88,0.04,0.48
2353,'2021/06/24 19:19:58:594',95,132,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2354,'2021/06/24 19:19:58:653',95,132,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2355,'2021/06/24 19:19:58:704',95,133,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2356,'2021/06/24 19:19:58:754',95,132,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2357,'2021/06/24 19:19:58:805',95,132,87,62,0.48,0.09,0.3,0.88,0.04,0.48
2358,'2021/06/24 19:19:58:859',95,132,87,63,0.48,0.09,0.3,0.88,0.04,0.48
2359,'2021/06/24 19:19:59:953',96,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2360,'2021/06/24 19:20:00:003',96,136,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2361,'2021/06/24 19:20:00:059',96,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2362,'2021/06/24 19:20:00:113',96,137,88,62,0.48,0.09,0.3,0.88,0.04,0.48
2363,'2021/06/24 19:20:00:173',96,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2364,'2021/06/24 19:20:00:223',96,137,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2365,'2021/06/24 19:20:00:274',96,136,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2366,'2021/06/24 19:20:00:324',96,136,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2367,'2021/06/24 19:20:00:376',96,136,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2368,'2021/06/24 19:20:00:427',96,137,88,62,0.48,0.09,0.3,0.88,0.04,0.48
2369,'2021/06/24 19:20:00:478',96,136,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2370,'2021/06/24 19:20:00:529',96,136,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2371,'2021/06/24 19:20:00:580',96,136,88,65,0.48,0.09,0.3,0.88,0.04,0.48
2372,'2021/06/24 19:20:00:630',96,135,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2373,'2021/06/24 19:20:00:682',96,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2374,'2021/06/24 19:20:00:737',96,135,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2375,'2021/06/24 19:20:00:788',96,136,87,64,0.48,0.09,0.3,0.88,0.04,0.48
2376,'2021/06/24 19:20:00:839',96,135,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2377,'2021/06/24 19:20:00:889',96,136,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2378,'2021/06/24 19:20:01:970',97,139,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2379,'2021/06/24 19:20:02:023',97,139,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2380,'2021/06/24 19:20:02:082',97,139,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2381,'2021/06/24 19:20:02:132',97,139,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2382,'2021/06/24 19:20:02:184',97,139,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2383,'2021/06/24 19:20:02:236',97,138,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2384,'2021/06/24 19:20:02:287',97,138,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2385,'2021/06/24 19:20:02:338',97,138,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2386,'2021/06/24 19:20:02:389',97,139,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2387,'2021/06/24 19:20:02:444',97,139,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2388,'2021/06/24 19:20:02:499',97,138,88,65,0.48,0.09,0.3,0.88,0.04,0.48
2389,'2021/06/24 19:20:02:550',97,139,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2390,'2021/06/24 19:20:02:601',97,139,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2391,'2021/06/24 19:20:02:658',97,138,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2392,'2021/06/24 19:20:02:716',97,138,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2393,'2021/06/24 19:20:02:766',97,138,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2394,'2021/06/24 19:20:02:818',97,138,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2395,'2021/06/24 19:20:02:871',97,139,88,62,0.48,0.09,0.3,0.88,0.04,0.48
2396,'2021/06/24 19:20:02:921',97,139,88,63,0.48,0.09,0.3,0.88,0.04,0.48
2397,'2021/06/24 19:20:03:996',98,138,89,64,0.48,0.09,0.3,0.88,0.04,0.48
2398,'2021/06/24 19:20:04:049',98,137,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2399,'2021/06/24 19:20:04:100',98,137,89,66,0.48,0.09,0.3,0.88,0.04,0.48
2400,'2021/06/24 19:20:04:152',98,137,89,66,0.48,0.09,0.3,0.88,0.04,0.48
2401,'2021/06/24 19:20:04:204',98,138,90,64,0.48,0.09,0.3,0.88,0.04,0.48
2402,'2021/06/24 19:20:04:256',98,137,89,66,0.48,0.09,0.3,0.88,0.04,0.48
2403,'2021/06/24 19:20:04:306',98,138,90,64,0.48,0.09,0.3,0.88,0.04,0.48
2404,'2021/06/24 19:20:04:358',98,138,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2405,'2021/06/24 19:20:04:409',98,138,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2406,'2021/06/24 19:20:04:460',98,137,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2407,'2021/06/24 19:20:04:514',98,137,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2408,'2021/06/24 19:20:04:568',98,138,89,64,0.48,0.09,0.3,0.88,0.04,0.48
2409,'2021/06/24 19:20:04:617',98,138,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2410,'2021/06/24 19:20:04:672',98,137,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2411,'2021/06/24 19:20:04:723',98,137,89,64,0.48,0.09,0.3,0.88,0.04,0.48
2412,'2021/06/24 19:20:04:773',98,137,89,66,0.48,0.09,0.3,0.88,0.04,0.48
2413,'2021/06/24 19:20:04:824',98,137,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2414,'2021/06/24 19:20:04:875',98,137,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2415,'2021/06/24 19:20:05:904',99,135,91,64,0.48,0.09,0.3,0.88,0.04,0.48
2416,'2021/06/24 19:20:05:961',99,134,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2417,'2021/06/24 19:20:06:012',99,134,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2418,'2021/06/24 19:20:06:063',99,134,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2419,'2021/06/24 19:20:06:114',99,134,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2420,'2021/06/24 19:20:06:165',99,134,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2421,'2021/06/24 19:20:06:217',99,134,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2422,'2021/06/24 19:20:06:271',99,134,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2423,'2021/06/24 19:20:06:321',99,133,90,67,0.48,0.09,0.3,0.88,0.04,0.48
2424,'2021/06/24 19:20:06:371',99,134,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2425,'2021/06/24 19:20:06:422',99,133,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2426,'2021/06/24 19:20:06:472',99,134,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2427,'2021/06/24 19:20:06:523',99,134,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2428,'2021/06/24 19:20:06:576',99,134,91,65,0.48,0.09,0.3,0.88,0.04,0.48
2429,'2021/06/24 19:20:06:626',99,133,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2430,'2021/06/24 19:20:06:676',99,133,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2431,'2021/06/24 19:20:06:726',99,133,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2432,'2021/06/24 19:20:06:783',99,133,90,67,0.48,0.09,0.3,0.88,0.04,0.48
2433,'2021/06/24 19:20:06:835',99,134,91,66,0.48,0.09,0.3,0.88,0.04,0.48
2434,'2021/06/24 19:20:08:070',100,127,91,68,0.48,0.09,0.3,0.88,0.04,0.48
2435,'2021/06/24 19:20:08:120',100,127,92,67,0.48,0.09,0.3,0.88,0.04,0.48
2436,'2021/06/24 19:20:08:179',100,126,91,68,0.48,0.09,0.3,0.88,0.04,0.48
2437,'2021/06/24 19:20:08:233',100,127,92,66,0.48,0.09,0.3,0.88,0.04,0.48
2438,'2021/06/24 19:20:08:285',100,126,91,68,0.48,0.09,0.3,0.88,0.04,0.48
2439,'2021/06/24 19:20:08:335',100,126,92,67,0.48,0.09,0.3,0.88,0.04,0.48
2440,'2021/06/24 19:20:08:386',100,126,91,68,0.48,0.09,0.3,0.88,0.04,0.48
2441,'2021/06/24 19:20:08:444',100,126,92,66,0.48,0.09,0.3,0.88,0.04,0.48
2442,'2021/06/24 19:20:08:495',100,126,91,68,0.48,0.09,0.3,0.88,0.04,0.48
2443,'2021/06/24 19:20:08:545',100,126,92,67,0.48,0.09,0.3,0.88,0.04,0.48
2444,'2021/06/24 19:20:08:596',100,125,91,67,0.48,0.09,0.3,0.88,0.04,0.48
2445,'2021/06/24 19:20:08:646',100,125,92,67,0.48,0.09,0.3,0.88,0.04,0.48
2446,'2021/06/24 19:20:08:700',100,126,92,67,0.48,0.09,0.3,0.88,0.04,0.48
2447,'2021/06/24 19:20:08:751',100,126,92,67,0.48,0.09,0.3,0.88,0.04,0.48
2448,'2021/06/24 19:20:08:802',100,125,91,67,0.48,0.09,0.3,0.88,0.04,0.48
2449,'2021/06/24 19:20:09:928',101,125,90,66,0.48,0.09,0.3,0.88,0.04,0.48
2450,'2021/06/24 19:20:09:978',101,126,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2451,'2021/06/24 19:20:10:035',101,126,90,65,0.48,0.09,0.3,0.88,0.04,0.48
2452,'2021/06/24 19:20:10:086',101,125,89,66,0.48,0.09,0.3,0.88,0.04,0.48
2453,'2021/06/24 19:20:10:147',101,126,89,65,0.48,0.09,0.3,0.88,0.04,0.48
2454,'2021/06/24 19:20:10:197',101,126,88,66,0.48,0.09,0.3,0.88,0.04,0.48
2455,'2021/06/24 19:20:10:248',101,126,88,67,0.48,0.09,0.3,0.88,0.04,0.48
2456,'2021/06/24 19:20:10:300',101,126,88,66,0.48,0.09,0.3,0.88,0.04,0.48
2457,'2021/06/24 19:20:10:353',101,126,88,67,0.48,0.09,0.3,0.88,0.04,0.48
2458,'2021/06/24 19:20:10:403',101,126,88,67,0.48,0.09,0.3,0.88,0.04,0.48
2459,'2021/06/24 19:20:10:453',101,127,87,67,0.48,0.09,0.3,0.88,0.04,0.48
2460,'2021/06/24 19:20:10:504',101,128,88,65,0.48,0.09,0.3,0.88,0.04,0.48
2461,'2021/06/24 19:20:10:555',101,128,88,66,0.48,0.09,0.3,0.88,0.04,0.48
2462,'2021/06/24 19:20:10:610',101,128,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2463,'2021/06/24 19:20:10:659',101,128,87,67,0.48,0.09,0.3,0.88,0.04,0.48
2464,'2021/06/24 19:20:10:712',101,130,88,64,0.48,0.09,0.3,0.88,0.04,0.48
2465,'2021/06/24 19:20:10:767',101,129,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2466,'2021/06/24 19:20:11:794',102,133,86,67,0.48,0.09,0.3,0.88,0.04,0.48
2467,'2021/06/24 19:20:11:846',102,133,86,67,0.48,0.09,0.3,0.88,0.04,0.48
2468,'2021/06/24 19:20:11:897',102,133,86,66,0.48,0.09,0.3,0.88,0.04,0.48
2469,'2021/06/24 19:20:11:949',102,134,86,66,0.48,0.09,0.3,0.88,0.04,0.48
2470,'2021/06/24 19:20:12:000',102,133,86,68,0.48,0.09,0.3,0.88,0.04,0.48
2471,'2021/06/24 19:20:12:052',102,133,86,67,0.48,0.09,0.3,0.88,0.04,0.48
2472,'2021/06/24 19:20:12:103',102,133,86,67,0.48,0.09,0.3,0.88,0.04,0.48
2473,'2021/06/24 19:20:12:154',102,132,86,68,0.48,0.09,0.3,0.88,0.04,0.48
2474,'2021/06/24 19:20:12:205',102,134,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2475,'2021/06/24 19:20:12:256',102,134,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2476,'2021/06/24 19:20:12:311',102,133,86,67,0.48,0.09,0.3,0.88,0.04,0.48
2477,'2021/06/24 19:20:12:360',102,132,86,69,0.48,0.09,0.3,0.88,0.04,0.48
2478,'2021/06/24 19:20:12:411',102,132,86,67,0.48,0.09,0.3,0.88,0.04,0.48
2479,'2021/06/24 19:20:12:462',102,134,87,65,0.48,0.09,0.3,0.88,0.04,0.48
2480,'2021/06/24 19:20:12:512',102,133,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2481,'2021/06/24 19:20:12:562',102,134,87,66,0.48,0.09,0.3,0.88,0.04,0.48
2482,'2021/06/24 19:20:12:616',102,134,87,66,0.48,0.09,0.3,0.88,0.04,0.48
